Security Id,Security Name,Industry
SCPL,Sheetal Cool Products Ltd,Packaged Foods
TIINDIA,Tube Investments of India Ltd,Auto Parts & Equipment
NAM-INDIA,Nippon Life India Asset Management Ltd,Asset Management Cos.
MAHLOG,Mahindra Logistics Ltd,Transportation - Logistics
NIACL,The New India Assurance Company Ltd,General Insurance
IFGLEXPOR,IFGL Refractories Ltd,Other Industrial Goods
KHADIM,Khadim India Ltd,Footwear
5PAISA,5paisa Capital Ltd,Other Financial Services
HDFCLIFE,HDFC Life Insurance Company Ltd,Life Insurance
NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21,-
NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21,-
NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21,-
NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21,-
SBRANDS,Sanghvi Brands Ltd,Hotels
SHARIKA,Sharika Enterprises Ltd,Other Elect.Equip./ Prod.
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,-
ASPIRA,Aspira Pathlab & Diagnostics Ltd,Healthcare Services
DNAMEDIA,Diligent Media Corporation Ltd,Advertising & Media
DYNAMIC,Dynamic Cables Ltd,Other Elect.Equip./ Prod.
RATNABHUMI,Ratnabhumi Developers Ltd,Realty
SHALBY,Shalby Ltd,Healthcare Facilities
FSC,Future Supply Chain Solutions Ltd,Transportation - Logistics
MRCEXIM,MRC Exim Ltd,Comm.Trading  & Distribution
DML,Diggi Multitrade Ltd,Comm.Trading  & Distribution
SADHNA,Sadhna Broadcast Ltd,Broadcasting & Cable TV
VITESSE,Vitesse Agro Ltd,Comm.Trading  & Distribution
ASTRON,Astron Paper & Board Mill Ltd,Paper & Paper Products
CHANDRIMA,Chandrima Mercantiles Ltd,Comm.Trading  & Distribution
RITHWIKFMS,Rithwik Facility Management Services Ltd,Sp.Consumer Services
JFL,Jhandewalas Foods Ltd,Packaged Foods
7SEASL,7Seas Entertainment Ltd,Movies & Entertainment
APOLLO,Apollo Micro Systems Ltd,Defence
NEWGEN,Newgen Software Technologies Ltd,IT Consulting & Software
PRAXIS,Praxis Home Retail Ltd,Specialty Retail
AMBER,Amber Enterprises India Ltd,Consumer Electronics
TIRUFOAM,Tirupati Foam Ltd,Furniture-Furnishing-Paints
SRUSTEELS,SRU Steels Ltd,Comm.Trading  & Distribution
AML,Ashoka Metcast Ltd,Construction & Engineering
GALAXYSURF,Galaxy Surfactants Ltd,Specialty Chemicals
GGL,Gautam Gems Ltd,Comm.Trading  & Distribution
MEDICO,Medico Remedies Ltd,Pharmaceuticals
GUJHYSPIN,Gujarat Hy-Spin Ltd,Textiles
LAL,Lorenzini Apparels Ltd,Other Apparels & Accessories
KENVI,Kenvi Jewels Ltd,Other Apparels & Accessories
IWP,The Indian Wood Products Company Ltd,Forest Products
TDSL,Tasty Dairy Specialities Ltd,Packaged Foods
BHATIA,Bhatia Communications & Retail (India) Ltd,Specialty Retail
SHIVAMILLS,Shiva Mills Ltd,Textiles
ASTERDM,Aster DM Healthcare Ltd,Healthcare Services
YSL,The Yamuna Syndicate Ltd,Comm.Trading  & Distribution
KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,-
KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,-
KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,-
KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,-
KANCOTEA,Kanco Tea & Industries Ltd,Tea & Coffee
ANGEL,Angel Fibers Ltd,Textiles
HGINFRA,H.G. Infra Engineering Ltd,Construction & Engineering
EIS,East India Securities Ltd,Other Financial Services
AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,-
AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,-
AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,-
AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,-
INFLAME,Inflame Appliances Ltd,Houseware
BPLPHARMA,Bharat Parenterals Ltd,Pharmaceuticals
SHREESHAY,Shreeshay Engineers Ltd,Construction & Engineering
ACFL,Apex Capital And Finance Ltd,Finance (including NBFCs)
BDL,Bharat Dynamics Ltd,Defence
ACTIVE,Active Clothing Co Ltd,Other Apparels & Accessories
RIDINGS,Ridings Consulting Engineers India Ltd,Consulting Services
GOYALALUM,Goyal Aluminiums Ltd,Comm.Trading  & Distribution
BANDHANBNK,Bandhan Bank Ltd,Banks
HAL,Hindustan Aeronautics Ltd,Aerospace
KARDA,Karda Constructions Ltd,Realty
SANDHAR,Sandhar Technologies Ltd,Auto Parts & Equipment
YASHO,Yasho Industries Ltd,Specialty Chemicals
BENARA,Benara Bearings and Pistons Ltd,Other Industrial Goods
ISEC,ICICI Securities Ltd,Other Financial Services
MIDHANI,Mishra Dhatu Nigam Ltd,Iron & Steel Products
LEX,Lex Nimble Solutions Ltd,Consulting Services
OBCL,Orissa Bengal Carrier Ltd,Transportation - Logistics
TRL,Taylormade Renewables Ltd,Industrial Machinery
LEMONTREE,Lemon Tree Hotels Ltd,Hotels
CHEMFABALKA,Chemfab Alkalis Ltd,Commodity Chemicals
HARDWYN,Hardwyn India Ltd,Comm.Trading  & Distribution
DLCL,Dr Lalchandani Labs Ltd,Healthcare Services
ORIENTELEC,Orient Electric Ltd,Consumer Electronics
DHRUV,Dhruv Consultancy Services Ltd,Construction & Engineering
AKSHAR,Akshar Spintex Ltd,Textiles
INDOUS,Indo Us Bio-Tech Ltd,Other Agricultural Products
ICICI500,ICICI Prudential S&P BSE 500 ETF,-
INDOSTAR,Indostar Capital Finance Ltd,Finance (including NBFCs)
MILEFUR,Milestone Furniture Ltd,Furniture-Furnishing-Paints
UHZAVERI,U. H. Zaveri Ltd,Other Apparels & Accessories
PARVATI,Parvati Sweetners and Power Ltd,Sugar
MEGASTAR,Megastar Foods Ltd,Other Food Products
INNOVATORS,Innovators Facade Systems Ltd,Construction & Engineering
SHWL,Shree Worstex Ltd,Finance (including NBFCs)
ZIMLAB,Zim Laboratories Ltd,Pharmaceuticals
AFFORDABLE,Affordable Robotic & Automation Ltd,Industrial Machinery
DOLLAR,Dollar Industries Ltd,Other Apparels & Accessories
NGIL,Nakoda Group of Industries Ltd,Packaged Foods
PALMJEWELS,Palm Jewels Ltd,Other Apparels & Accessories
WAA,Waa Solar Ltd,Other Elect.Equip./ Prod.
ADANIGREEN,Adani Green Energy Ltd,Electric Utilities
UNICK,Unick Fix-A-Form And Printers Ltd,Comm.Printing/Stationery
SOLARA,Solara Active Pharma Sciences Ltd,Pharmaceuticals
GAYAHWS,Gayatri Highways Ltd,Construction & Engineering
RITES,RITES Ltd,Construction & Engineering
FINEORG,Fine Organic Industries Ltd,Specialty Chemicals
VARROC,Varroc Engineering Ltd,Auto Parts & Equipment
RAJNISH,Rajnish Wellness Ltd,Pharmaceuticals
HITECHWIND,Hi-Tech Winding Systems Ltd,Paper & Paper Products
STRAEXPO,Sophia Traexpo Ltd,Paper & Paper Products
RAWEDGE,Raw Edge Industrial Solutions Ltd,Construction Materials
IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,-
IPRU3144,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option,-
IPRU9345,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option,-
IPRU9346,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option,-
TCNSBRANDS,TCNS Clothing Co. Ltd,Other Apparels & Accessories
SUPERSHAKT,Supershakti Metaliks Ltd,Iron & Steel Products
ASHNI,Ashnisha Industries Ltd,Comm.Trading  & Distribution
GFIL,Ganesh Films India Ltd,Specialty Retail
HDFCAMC,HDFC Asset Management Company Ltd,Asset Management Cos.
VIVANTA,Vivanta Industries Ltd,Construction & Engineering
TINNATFL,Tinna Trade Ltd,Comm.Trading  & Distribution
CREDITACC,CreditAccess Grameen Ltd,Finance (including NBFCs)
AMINTAN,Amin Tannery Ltd,Other Apparels & Accessories
DEEP,Deep Polymers Ltd,Specialty Chemicals
SMEL,Sungold Media and Entertainment Ltd,Advertising & Media
IPRU3168,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative,-
IPRU3169,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option,-
IPRU9370,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative,-
IPRU9371,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout,-
ICICINXT50,ICICI Prudential Nifty Next 50 ETF,-
ASRL,Add-Shop ERetail Ltd,Distributors
SPACEINCUBA,Space Incubatrics Technologies Ltd,IT Consulting & Software
SGIL,Synergy Green Industries Ltd,Other Industrial Products
RANJEET,Ranjeet Mechatronics Ltd,Construction & Engineering
IRCON,IRCON International Ltd,Construction & Engineering
SKYGOLD,Sky Gold Ltd,Other Apparels & Accessories
SETFSN50,SBI - ETF - SENSEX NEXT 50,-
MACH,Mac Hotels Ltd,Hotels
MANORAMA,Manorama Industries Ltd,Other Food Products
INNOVATIVE,Innovative Ideals and Services (India) Ltd,Sp.Consumer Services
NIOSAG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22,-
NIOSAD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22,-
NIOSADG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22,-
NIOSADD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22,-
AAVAS,AAVAS Financiers Ltd,Housing Finance 
GENERAAGRI,Genera Agri Corp Ltd,Other Agricultural Products
DCL,Devoted Construction Ltd,Realty
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Defence
AAL,A-1 Acid Ltd,Comm.Trading  & Distribution
DOLFIN,Dolfin Rubbers Ltd,Auto Tyres & Rubber Products
SHUBHAM,Shubham Polyspin Ltd,Textiles
AKI,AKI India Ltd,Other Apparels & Accessories
SUNRETAIL,Sun Retail Ltd,Comm.Trading  & Distribution
SMGOLD,S. M. Gold Ltd,Other Apparels & Accessories
VIVIDM,Vivid Mercantile Ltd,Realty
BCPL,BCPL Railway Infrastructure Ltd,Construction & Engineering
ATGL,Adani Total Gas Ltd,Oil Marketing & Distribution
NETRIPPLES,Netripples Software Ltd,IT Consulting & Software
PHOSPHATE,The Phosphate Company Ltd,Fertilizers
MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),-
TECHNOE,Techno Electric & Engineering Company Ltd,Construction & Engineering
RONI,Roni Households Ltd,Comm.Trading  & Distribution
SKIFL,Shree Krishna Infrastructure Ltd,Realty
DGL,Diksha Greens Ltd,Comm.Trading  & Distribution
IPRU3218,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option,-
IPRU3219,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option,-
IPRU9420,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option,-
IPRU9421,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option,-
ARYAN,Aryan Share and Stock Brokers Ltd,Other Financial Services
NIVAKA,Nivaka Fashions Ltd,Comm.Trading  & Distribution
DALBHARAT,Dalmia Bharat Ltd,Cement & Cement Products
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,-
NILASPACES,Nila Spaces Ltd,Realty
SRD,Shankar Lal Rampal Dye-Chem Ltd,Comm.Trading  & Distribution
TREJHARA,Trejhara Solutions Ltd,IT Consulting & Software
AXISCCDID,Axis Capital Builder Fund - Series 4 (1582 days) -,-
AXISCCDGG,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option,-
AXISCCDPD,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option,-
AXISCCGPG,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option,-
DECCAN,Deccan Health Care Ltd,Healthcare Services
AXITA,Axita Cotton Ltd,Textiles
KPIGLOBAL,K.P.I. Global Infrastructure Ltd,Electric Utilities
HIKLASS,Hi-Klass Trading and Investment Ltd,Other Financial Services
RPSGVENT,RPSG Ventures Ltd,IT Consulting & Software
SPENCER,Spencers Retail Ltd,Department Stores
GLOSTERLTD,Gloster Ltd,Jute & Jute Products
XELPMOC,Xelpmoc Design and Tech Ltd,Internet Software & Services
SPACAPS,SPA Capital Services Ltd,Other Financial Services
AARSHYAM,Aar Shyam India Investment Company Ltd,Finance (including NBFCs)
RITCO,Ritco Logistics Ltd,Transportation - Logistics
CHALET,Chalet Hotels Ltd,Hotels
ANMOL,Anmol India Ltd,Distributors
JONJUA,Jonjua Overseas Ltd,Consulting Services
KRANTI,Kranti Industries Ltd,Auto Parts & Equipment
ANUP,The Anup Engineering Ltd,Industrial Machinery
ARVINDFASN,Arvind Fashions Ltd,Other Apparels & Accessories
UTISXN50,UTI S&P BSE Sensex Next 50 ETF,-
AIHL,Ambassador Intra Holdings Ltd,Comm.Trading  & Distribution
JYOTIN,Jyot International Marketing Ltd,Other Financial Services
AGOL,Ashapuri Gold Ornament Ltd,Other Apparels & Accessories
AARTECH,Aartech Solonics Ltd,Heavy Electrical Equipment
HBEL,Humming Bird Education Ltd,Education
MSTC,MSTC Ltd,Comm.Trading  & Distribution
ROOPSHRI,Roopshri Resorts Ltd,Hotels
CHANDNIMACH,Chandni Machines Ltd,Comm.Trading  & Distribution
NSL,Northern Spirits Ltd,Comm.Trading  & Distribution
RVNL,Rail Vikas Nigam Ltd,Construction & Engineering
METROPOLIS,Metropolis Healthcare Ltd,Healthcare Services
KPITTECH,KPIT Technologies Ltd,IT Consulting & Software
POLYCAB,Polycab India Ltd,Other Elect.Equip./ Prod.
VRFILMS,V R Films & Studios Ltd,Specialty Retail
VIKASLIFE,Vikas Lifecare Ltd,Comm.Trading  & Distribution
NEOGEN,Neogen Chemicals Ltd,Specialty Chemicals
GKP,G. K. P. Printing & Packaging Ltd,Containers & Packaging
WORL,White Organic Retail Ltd,Food & Drugs Retailing
EVANS,Evans Electric Ltd,Misc.Commercial Services
BMW,BMW Industries Ltd,Iron & Steel Products
AEPL,Artemis Electricals and Projects Ltd,Non-Durable Household Prod.
MAHESH,Mahesh Developers Ltd,Realty
CHCL,Cian Healthcare Ltd,Pharmaceuticals
DEL,Dhanashree Electronics Ltd,Other Elect.Equip./ Prod.
HARISH,Harish Textile Engineers Ltd,Industrial Machinery
PPL,Prakash Pipes Ltd,Plastic Products
DGCONTENT,Digicontent Ltd,Publishing
PARSHVA,Parshva Enterprises Ltd,Comm.Trading  & Distribution
ARL,Anand Rayons Ltd,Comm.Trading  & Distribution
EARUM,Earum Pharmaceuticals Ltd,Pharmaceuticals
SBC,SBC Exports Ltd,Other Apparels & Accessories
INDIAMART,IndiaMART InterMESH Ltd,Internet Software & Services
CPML,City Pulse Multiplex Ltd,Specialty Retail
SKIEL,SK International Export Ltd,Other Apparels & Accessories
DCMNVL,DCM Nouvelle Ltd,Textiles
ICICIBANKN,ICICI Prudential Bank ETF,-
NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 50,-
AFFLE,Affle (India) Ltd,Internet Software & Services
SEACOAST,Seacoast Shipping Services Ltd,Surface Transportation
ICICIBANKP,ICICI Prudential Private Banks ETF,-
SPANDANA,Spandana Sphoorty Financial Ltd,Finance (including NBFCs)
SWSOLAR,Sterling and Wilson Solar Ltd,Construction & Engineering
NOVATEOR,Novateor Research Laboratories Ltd,Personal Products
IIFLWAM,IIFL Wealth Management Ltd,Other Financial Services
IIFLSEC,IIFL Securities Ltd,Other Financial Services
APMFINVEST,APM Finvest Ltd,Finance (including NBFCs)
MISQUITA,Misquita Engineering Ltd,Industrial Machinery
GALACTICO,Galactico Corporate Services Ltd,Other Financial Services
ELLORATRAD,Ellora Trading Ltd,Comm.Trading  & Distribution
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,-
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,-
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,-
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,-
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,-
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,-
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,-
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,-
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Specialty Chemicals
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,-
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,-
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,-
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,-
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,-
IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Travel Support Services
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,-
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,-
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,-
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,-
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,-
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,-
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,-
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,-
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,-
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,-
GOBLIN,Goblin India Ltd,Other Apparels & Accessories
GENSOL,Gensol Engineering Ltd,Consulting Services
VISHWARAJ,Vishwaraj Sugar Industries Ltd,Sugar
GREENPANEL,Greenpanel Industries Ltd,Forest Products
SHAHLON,Shahlon Silk Industries Ltd,Textiles
ABSLBANETF,ADITYA BIRLA SUN LIFE BANKING ETF,-
MOUNT,Mount Housing and Infrastructure Ltd,Realty
ANUROOP,Anuroop Packaging Ltd,Containers & Packaging
JSGLEASING,JSG Leasing Ltd,Other Financial Services
CSBBANK,CSB Bank Ltd,Banks
UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Banks
SHIL,Somany Home Innovation Ltd,Other Elect.Equip./ Prod.
EASUN,Easun Capital Markets Ltd,Finance (including NBFCs)
PRINCEPIPE,Prince Pipes and Fittings Ltd,Plastic Products
ASSAMENT,Assam Entrade Ltd,Finance (including NBFCs)
GIANLIFE,Gian Life Care Ltd,Healthcare Services
ARTEMISMED,Artemis Medicare Services Ltd,Healthcare Services
SUMICHEM,Sumitomo Chemical India Ltd,Agrochemicals
ICICIM150,ICICI Prudential Midcap 150 ETF,-
MANXT50ETF,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),-
JANUSCORP,Janus Corporation Ltd,Diversified
VARDHANCFL,Vardhan Capital & Finance Ltd,Finance (including NBFCs)
BIRLATYRES,Birla Tyres Ltd,Auto Tyres & Rubber Products
UNIVPHOTO,Universus Photo Imagings Ltd,Photographic Products
CBPL,Chandra Bhagat Pharma Ltd,Pharmaceuticals
ICLORGANIC,ICL Organic Dairy Products Ltd,Packaged Foods
OCTAVIUSPL,Octavius Plantations Ltd,Tea & Coffee
SUVENPHAR,Suven Pharmaceuticals Ltd,Pharmaceuticals
SMAUTO,SM Auto Stamping Ltd,Other Industrial Goods
SBICARD,SBI Cards and Payment Services Ltd,Finance (including NBFCs)
08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),-
08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),-
08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),-
08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),-
08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),-
08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),-
08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),-
08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),-
08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),-
08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),-
08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),-
08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),-
08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),-
08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),-
08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),-
